subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB-Technische Services Gesellschaft,11068,Abruf aus Rahmenvereinbarung Reinigungsdienstleistung im ÖBB Konzern,Dussmann Austria GmbH,"90911000 Wohnungs-, Gebäude- und Fensterreinigung",14,"202.676,49",21.08.2025
ÖBB-Technische Services Gesellschaft,11068,Öl-/Wasserkühler geteilt f.Kühlturm 1116,,34000000 Transportmittel und Erzeugnisse für Verkehrszwecke,,,20.08.2025
ÖBB-Technische Services Gesellschaft,11068,"Zug-/Druckstange Gr.50+66 SF 6500, DML",,34631000 Teile für Lokomotiven oder rollendes Material,,,20.08.2025
ÖBB-Technische Services Gesellschaft,11068,Vollrad ULT 23 und BA 319,Eurolinex GmbH Zentrale,34631100 Monoblockräder,2,"708.900,00",19.08.2025
ÖBB-Technische Services Gesellschaft,11068,Vollrad ULT 23 und BA 319,"KLW WHEELCO SA Verkauf Räder, Achswelle und Radsätze",34631100 Monoblockräder,2,"3.300.600,00",19.08.2025
ÖBB-Technische Services Gesellschaft,11068,ÖBB TS Werk Jedlersdorf - Errichtung einer eingleisigen Werkshalle  - Gleisbau,PORR Bau GmbH Bahnbau - Österreich,45234116 Gleisbauarbeiten,2,"2.166.499,23",19.08.2025
ÖBB-Technische Services Gesellschaft,11068,"Dachsanierung Knittelfeld  - Lichtbänder und Kastenrinnen - Hallen 1, 2 und 3",Längauer Dach GmbH Längauer Dach GmbH,45261900 Dachreparatur und Dachwartung,3,"1.287.156,95",19.08.2025
ÖBB-Technische Services Gesellschaft,11068,Diverse Tür-Ersatzteile für DANI,Knorr Bremse GmbH Division IFE Zentrale,34630000 Teile für Eisenbahn- oder Straßenbahnlokomotiven oder rollendes Material; Ausrüstung für die Eisenbahnverkehrssteuerung,1,"61.000,00",18.08.2025
ÖBB-Technische Services Gesellschaft,11068,Getriebeaufarbeitung Knittelfeld - Beschichtung von Betonboden und Metall,M S Beschichtungs GmbH Zentrale,45233228 Oberflächenbeschichtungsarbeiten,3,"91.366,10",18.08.2025
ÖBB-Technische Services Gesellschaft,11068,Lieferung von Dacharbeitsbühnen für die ÖBB Technische Services GmbH,,44212317 Gerüstkonstruktionen,,,15.08.2025
ÖBB-Technische Services Gesellschaft,11068,Rahmenvertrag zu Tür- und Einstiegsmaterial für IW8 an DML,Bode - Die Tür GmbH Aftersales,34630000 Teile für Eisenbahn- oder Straßenbahnlokomotiven oder rollendes Material; Ausrüstung für die Eisenbahnverkehrssteuerung,1,"4.155.886,80",14.08.2025
ÖBB-Technische Services Gesellschaft,11068,RV 2025 Reibring D610 f. Bremsscheibe     EL1016 00445455268,MERZ Industrietechnik GmbH Sales & Marketing,34322200 Scheibenbremsen,1,"3.358.951,59",14.08.2025
ÖBB-Technische Services Gesellschaft,11068,Diverse Blechteile für ÖBB Schienenfahrzeuge,GEWA-Technik Maschinenbau GmbH Zentrale,34631000 Teile für Lokomotiven oder rollendes Material,4,"6.360,00",12.08.2025
ÖBB-Technische Services Gesellschaft,11068,Diverse Blechteile für ÖBB Schienenfahrzeuge,N+E Handelsagentur e.U. Zentrale,34631000 Teile für Lokomotiven oder rollendes Material,4,"39.680,00",12.08.2025
ÖBB-Technische Services Gesellschaft,11068,Diverse Blechteile für ÖBB Schienenfahrzeuge,Spari Gesellschaft m.b.H. Zentrale,34631000 Teile für Lokomotiven oder rollendes Material,4,"21.105,60",12.08.2025
ÖBB-Technische Services Gesellschaft,11068,Diverse Blechteile für ÖBB Schienenfahrzeuge,ESTET Stahl- und Behälterbau GmbH Vertrieb,34631000 Teile für Lokomotiven oder rollendes Material,4,"3.287,30",12.08.2025
ÖBB-Technische Services Gesellschaft,11068,Unterstützung bei Zulassungsverfahren,"1.gereihter RVP: PJ Motion GmbH, 2.gereihter RVP: Rail Expert Consult GmbH, 3.gereichter RVP: Prose GmbH","71000000 Dienstleistungen von Architektur-, Konstruktions- und Ingenieurbüros und Prüfstellen",5,"1.911.296,00",12.08.2025
ÖBB-Technische Services Gesellschaft,11068,DANI-2 Innsbruck - Baumeister,STRABAG AG Dion AF - Tirol/Vorarlberg,45210000 Bauleistungen im Hochbau,,,12.08.2025
ÖBB-Technische Services Gesellschaft,11068,Bestellung 4300981095,ZF Österreich Gesellschaft m.b.H.,50116300 Reparatur und Wartung von Fahrzeuggetrieben,0,"70.800,00",11.08.2025
ÖBB-Technische Services Gesellschaft,11068,div. Ersatzteile der Fa. Nuschei GmbH,Nuschei Spezialdichtungen GmbH Zentrale,34600000 Eisenbahn- und Straßenbahnlokomotiven und rollendes Material sowie zugehörige Teile,1,"5.137.529,84",11.08.2025
ÖBB-Technische Services Gesellschaft,11068,ÖBB TS Werk Jedlersdorf - Modernisierung Waschhaus - HKLS,Dipl.Ing.Alfred Offner Ges.m.b.H. Zentrale,45330000 Installateurarbeiten,4,"877.333,34",10.08.2025
ÖBB-Technische Services Gesellschaft,11068,Verlängerung Obj. 127 - Generalunternehmerleistung,,45000000 Bauarbeiten,,,07.08.2025
ÖBB-Technische Services Gesellschaft,11068,Getriebeaufarbeitung Knittelfeld - Fenster,Hofstätter GmbH Metallbau,45421100 Einbau von Türen und Fenstern sowie Zubehör,1,"103.662,00",06.08.2025
ÖBB-Technische Services Gesellschaft,11068,Doppel-Montagestände mit integriertem Säulenschwenkkran,Leiritz Maschinenbau GmbH Geschäftsführung,"42418000 Maschinen zum Heben, Fördern, Be- oder Entladen",1,"432.000,00",06.08.2025
ÖBB-Technische Services Gesellschaft,11068,Magnet DDGL 120/V-26 Ausf. A     Rh21-70 00108111040,Knorr-Bremse Gesellschaft mit beschränkter Haftung Rail Services,34322000 Bremsen und Bremsenteile,1,"57.600,00",06.08.2025
ÖBB-Technische Services Gesellschaft,11068,Rahmenvertrag über die Lieferung von Radsatzlagerung UD62.5610-DB 1639599-01 für Sonderfahrzeuge,SKF Österreich AG  Industrial Market Sales,34631000 Teile für Lokomotiven oder rollendes Material,1,"98.172,00",05.08.2025
ÖBB-Technische Services Gesellschaft,11068,Instandhaltungshalle Floridsdorf DOSTO neu - Geomechanik / Erkundung Geologie,TERRA Umweltechnik GmbH Zentrale,45234180 Bau von Eisenbahnwerkstätten,1,"85.160,79",05.08.2025
ÖBB-Technische Services Gesellschaft,11068,Führerstandsdisplay MFT11/2 56dya VT5022,Siemens Mobility Austria GmbH MO RC-AT CS RS,34631000 Teile für Lokomotiven oder rollendes Material,1,"1.008.204,40",05.08.2025
ÖBB-Technische Services Gesellschaft,11068,div. Schlauchleitungen für Bahnanwendungen,HANSA-FLEX Hydraulik GmbH Verkauf,34600000 Eisenbahn- und Straßenbahnlokomotiven und rollendes Material sowie zugehörige Teile,2,"289.734,56",05.08.2025
ÖBB-Technische Services Gesellschaft,11068,Lieferung und Montage von einer Drehgestellwechselanlage,,42413000 Wagenheber und Hebevorrichtungen für Fahrzeuge,,,04.08.2025
ÖBB-Technische Services Gesellschaft,11068,Kauf von Spezialschmierstoff - Spezialschmierstoff,INTERFLON GmbH Buchhaltung,09211000 Schmieröle und Schmierstoffe,2,"247.502,00",04.08.2025
ÖBB-Technische Services Gesellschaft,11068,ÖBB TS Werk Jedlersdorf - Errichtung einer eingleisigen Werkshalle  - Baumeisterarbeiten,Anton Traunfellner Gesellschaft m.b.H. Anton Traunfellner Gesellschaft m.b.H,45213252 Bau von Werkstätten,8,"2.227.602,84",02.08.2025
ÖBB-Technische Services Gesellschaft,11068,"TFT-Anzeige Fahrer m. Touchbed, DMLW",Siemens Mobility Austria GmbH MO RC-AT CS RS,34631000 Teile für Lokomotiven oder rollendes Material,1,"109.226,88",01.08.2025
ÖBB-Technische Services Gesellschaft,11068,"Drehzapfen, lackiert RhRailjet",voestalpine Giesserei Traisen GmbH Giesserei,34000000 Transportmittel und Erzeugnisse für Verkehrszwecke,2,"1.425.001,00",01.08.2025
ÖBB-Technische Services Gesellschaft,11068,Optimierung von Logistikabläufen und Prozessoptimierung in ÖBB-TS Produktionsstätten,Rahmenvereinbarung mit mehreren Unternehmern,71240000 Dienstleistungen von Architektur- und Ingenieurbüros sowie planungsbezogene Leistungen,2,"1,00",31.07.2025
ÖBB-Technische Services Gesellschaft,11068,Kalibrierungsleistungen  von ETCS Komponenten der Firma Alstom // Rolling Stock - Kalibrierungsleistungen  von ETCS Komponenten der Firma Alstom // Rolling Stock,Alstom Transport Deutschland GmbH Sales Service DACH,50411000 Reparatur und Wartung von Messgeräten,1,"103.600,00",31.07.2025
ÖBB-Technische Services Gesellschaft,11068,Abruf aus der Rahmenvereinbarung: Dienstleistungen eines Brandschutzbeauftragten für ÖBB-Standorte,HEL-WACHT Bewachungsdienst GmbH,"79000000 Dienstleistungen für Unternehmen: Recht, Marketing, Consulting, Einstellungen, Druck und Sicherheit",6,"71.689,80",29.07.2025
ÖBB-Technische Services Gesellschaft,11068,Abruf aus Rahmenvereinbarung über die Herstellung und Lieferung von Oberbauschotter der Körnung I und II,"PRONAT Steinbruch Preg GmbH, Werk Preg",14212300 Schotter und Kleinschlag,16,"136.348,80",29.07.2025
ÖBB-Technische Services Gesellschaft,11068,ÖBB TS Werk Jedlersdorf - Modernisierung Waschhaus - Fliesenleger,KEOB Fliesen GmbH Fliesen- und Plattenlegerarbeiten,45431000 Boden- und Fliesenarbeiten,1,"89.786,51",29.07.2025
ÖBB-Technische Services Gesellschaft,11068,Bestellung 4300983254,NILES-SIMMONS,34631000 Teile für Lokomotiven oder rollendes Material,0,"72.449,20",29.07.2025
ÖBB-Technische Services Gesellschaft,11068,Doppler Radarsensor Typ 1 ETCS 00475412367 und Doppler Radarsensor Typ 2 ETCS 00475412368,Siemens Mobility Austria GmbH MO RC-AT CS RS,34630000 Teile für Eisenbahn- oder Straßenbahnlokomotiven oder rollendes Material; Ausrüstung für die Eisenbahnverkehrssteuerung,1,"93.367,44",29.07.2025
ÖBB-Technische Services Gesellschaft,11068,"Modernisierung Betriebsfeuerwehrgebäude - Haustechnik - Elektro-, Heizung-, Sanitär- und Lüftungsinstallation",Landsteiner GMBH Kalkulation,45315000 Heizungs- und sonstige Elektroinstallationen in Gebäuden,5,"443.351,51",29.07.2025
ÖBB-Technische Services Gesellschaft,11068,Modernisierung Betriebsfeuerwehrgebäude - Umbau Feuerwehrhaus,Anton Traunfellner Gesellschaft m.b.H. Anton Traunfellner Gesellschaft m.b.H,45210000 Bauleistungen im Hochbau,9,"1.276.126,19",29.07.2025
ÖBB-Technische Services Gesellschaft,11068,DigiRail,duagon Germany GmbH,30200000 Computeranlagen und Zubehör,5,"101.000,00",28.07.2025
ÖBB-Technische Services Gesellschaft,11068,Innsbruck IC neu - HKLS Ostverlängerung,Ortner Ges.m.b.H. Standort Innsbruck,45232460 Sanitäre Anlagen,,,25.07.2025
ÖBB-Technische Services Gesellschaft,11068,SVS Salzburg HBF-Lastenstraße  - Installationsarbeiten HKLS,,"45331000 Installation von Heizungs-, Lüftungs- und Klimaanlagen",,,24.07.2025
ÖBB-Technische Services Gesellschaft,11068,SVS Salzburg HBF-Lastenstraße  - Installationsarbeiten Elektrotechnik,,45311200 Elektroinstallationsarbeiten,,,24.07.2025
ÖBB-Technische Services Gesellschaft,11068,SVS Linz Raimundstraße  - Hochbauarbeiten Teil - GU,,45200000 Komplett- oder Teilbauleistungen im Hochbau sowie Tiefbauarbeiten,,,23.07.2025
ÖBB-Technische Services Gesellschaft,11068,"Kugelführung vollst. S-Tür, RH 72-90 NJ 00122281002",Dowaldwerke GMBH Zentrale,34630000 Teile für Eisenbahn- oder Straßenbahnlokomotiven oder rollendes Material; Ausrüstung für die Eisenbahnverkehrssteuerung,2,"62.700,00",22.07.2025
ÖBB-Technische Services Gesellschaft,11068,Verlängerung Obj. 127 - Ausführungsplanung - Statik,Planit Infra und Umwelt GmbH Planit Infra und Umwelt GmbH,"71000000 Dienstleistungen von Architektur-, Konstruktions- und Ingenieurbüros und Prüfstellen",1,"85.292,72",22.07.2025
ÖBB-Technische Services Gesellschaft,11068,ETZ Salzburg - Örtliche Bauaufsicht,AEP Planung und Beratung GmbH Zentrale,71247000 Beaufsichtigung der Bauarbeiten,3,"1.250.848,95",22.07.2025
ÖBB-Technische Services Gesellschaft,11068,Rahmenvertrag für Räder und Wellen für diverse ÖBB-Lokomotiven,Bochumer Verein Verkehrstechnik GmbH Vertrieb,34631100 Monoblockräder,4,"1.680.000,00",22.07.2025
ÖBB-Technische Services Gesellschaft,11068,Rahmenvertrag für Räder und Wellen für diverse ÖBB-Lokomotiven,CAF Vertrieb / Sales,34631100 Monoblockräder,4,"23.741.655,59",22.07.2025
ÖBB-Technische Services Gesellschaft,11068,Rahmenvertrag für Räder und Wellen für diverse ÖBB-Lokomotiven,Bonatrans Group a.s. Bonatrans Vertrieb,34631100 Monoblockräder,4,"1.091.820,00",22.07.2025
