subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Projektmanagement Dienstleistungen,Nagarro GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",8,"65.808,12",29.07.2025
ÖBB-Business Competence Center,8550,"Abruf aus Rahmenvereinbarung ARP Standardsoftware für Fahrzeug-, Schicht- und Einsatzplanung",T-Systems Austria GesmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",5,"1.622.037,40",29.07.2025
ÖBB-Business Competence Center,8550,Abrufbestellung aus der Rahmenvereinbarung Diverse Standardsoftware,SoftwareONE Österreich GmbH,48900000 Diverse Softwarepakete und Computersysteme,1,"50.507,07",29.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung,MICROSOFT Österreich GmbH,48000000 Softwarepaket und Informationssysteme,1,"88.260,00",29.07.2025
ÖBB-Business Competence Center,8550,Abrufbestellung aus der Rahmenvereinbarung Diverse Standardsoftware,SoftwareONE Österreich GmbH,48900000 Diverse Softwarepakete und Computersysteme,1,"60.251,37",29.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung,MICROSOFT Österreich GmbH,48000000 Softwarepaket und Informationssysteme,1,"57.292,80",29.07.2025
ÖBB-Business Competence Center,8550,Rahmenvereinbarung Multimedia Service,PANATRONIC Gesellschaft m.b.H,32322000 Multimediaausrüstung,2,"60.000,00",28.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Projektmanagement Dienstleistungen,Nagarro GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",8,"87.900,00",28.07.2025
ÖBB-Business Competence Center,8550,Abruf aus RVB: Dienstleistungen webMethods,IBM Österreich Internationale,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"78.740,00",28.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - DevOps,EBCONT group GmbH,72200000 Softwareprogrammierung und -beratung,6,"76.210,00",28.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - Development Web,EBCONT group GmbH,72200000 Softwareprogrammierung und -beratung,16,"76.330,00",28.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Crossfunktionale IT-DL,T-Systems Austria GesmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",9,"60.168,00",28.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - DevOps,EBCONT group GmbH,72200000 Softwareprogrammierung und -beratung,6,"76.210,00",28.07.2025
ÖBB-Business Competence Center,8550,Endpoint-Security Lösung,Eviden Austria GmbH,48732000 Datensicherheitssoftwarepaket,5,"94.780,00",28.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung: IT Dienstleistungen - UX Design,IBM Österreich Internationale Büromaschinen Gesellschaft m.b.H,72200000 Softwareprogrammierung und -beratung,8,"60.000,00",25.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Projektmanagement Dienstleistungen,Nagarro GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",8,"87.355,02",25.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Projektmanagement Dienstleistungen,Nagarro GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",8,"73.390,16",25.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung: IT Dienstleistungen - System Design,Nagarro GmbH,72200000 Softwareprogrammierung und -beratung,12,"141.255,00",25.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Projektmanagement Dienstleistungen,SOFTCOM CONSULTING GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",8,"72.757,50",25.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung: IT Dienstleistungen - DevOps,Accenture GmbH,72200000 Softwareprogrammierung und -beratung,6,"89.052,00",25.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung,HR Force EDV-Beratung GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",3,"72.000,00",25.07.2025
ÖBB-Business Competence Center,8550,Abruf aus RVB: Travel Management System,i:FAO Group GmbH,48000000 Softwarepaket und Informationssysteme,2,"297.810,00",24.07.2025
ÖBB-Business Competence Center,8550,Abruf aus RVB: Travel Management System,"IFAO Group GmbH, IFAO Group GmbH",48100000 Branchenspezifisches Softwarepaket,2,"216.243,00",24.07.2025
ÖBB-Business Competence Center,8550,Abruf aus RVB: Dienstleistungen webMethods,IBM Österreich Internationale,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"74.930,00",24.07.2025
ÖBB-Business Competence Center,8550,Abruf zu RVB: App Prototyping UX Frontend,"NOUS Wissensmanagement FlexCo, Softwareentwicklung",72200000 Softwareprogrammierung und -beratung,4,"221.760,00",24.07.2025
ÖBB-Business Competence Center,8550,Abruf zu RVB: App Prototyping UX Frontend,"NOUS Wissensmanagement FlexCo, Softwareentwicklung",72200000 Softwareprogrammierung und -beratung,4,"95.040,00",24.07.2025
ÖBB-Business Competence Center,8550,Abruf zu RVB: App Prototyping UX Frontend,"NOUS Wissensmanagement FlexCo, Softwareentwicklung",72200000 Softwareprogrammierung und -beratung,4,"95.040,00",24.07.2025
ÖBB-Business Competence Center,8550,Abruf aus RVB: Dienstleistungen webMethods,IBM Österreich Internationale,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"88.900,00",24.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung,Nagarro GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",0,"87.355,02",24.07.2025
ÖBB-Business Competence Center,8550,Abrufbestellung einer Rahmenvereinbarung,Nagarro GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",0,"89.293,75",24.07.2025
ÖBB-Business Competence Center,8550,Abrufbestellung einer Rahmenvereinbarung,Nagarro GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",0,"50.350,00",24.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung,Nagarro GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",0,"87.900,00",24.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung,Nagarro GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",0,"87.900,00",24.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - Development SharePoint,Tieto Austria GmbH,72200000 Softwareprogrammierung und -beratung,6,"80.670,70",23.07.2025
ÖBB-Business Competence Center,8550,"Abruf aus Rahmenvertrag ""Digitale Checklisten"".",Augment IT AG,48000000 Softwarepaket und Informationssysteme,6,"68.000,00",22.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Crossfunktionale IT-DL,T-Systems Austria GesmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",9,"114.864,00",21.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung,SoftwareONE Österreich GmbH,48000000 Softwarepaket und Informationssysteme,1,"108.000,00",21.07.2025
ÖBB-Business Competence Center,8550,Abrufbestellung einer Rahmenvereinbarung,Nagarro GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",0,"81.818,75",21.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenbereinbarung IT Dienstleistungen - Analyse und Delivery,Accenture GmbH,72200000 Softwareprogrammierung und -beratung,14,"174.042,69",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung im Bereich IT Dienstleistungen - Testing und Quality Assurance,Accenture GmbH,72220000 Systemberatung und technische Beratung,9,"133.980,20",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Security Dienstleistungen – Pentester/Security Auditor,TÜV TRUST IT TÜV AUSTRIA GMBH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",7,"466.500,00",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Crossfunktionale IT-DL,T-Systems Austria GesmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",7,"313.828,50",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Crossfunktionale IT-DL,T-Systems Austria GesmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",9,"57.432,00",16.07.2025
ÖBB-Business Competence Center,8550,Abrufbestellung aus Rahmenvereinbarung Crossfunktionale IT-DL,Tieto Austria GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",7,"107.460,00",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - Development Web,Tieto Austria GmbH,72200000 Softwareprogrammierung und -beratung,16,"60.680,00",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - DevOps,EBCONT group GmbH,72200000 Softwareprogrammierung und -beratung,6,"70.010,00",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - Development Web,EBCONT group GmbH,72200000 Softwareprogrammierung und -beratung,16,"76.330,00",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - Testing und Quality Assurance,EBCONT group GmbH,72220000 Systemberatung und technische Beratung,9,"59.614,00",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - Development Mobile,NOUS Wissensmanagement GmbH,72200000 Softwareprogrammierung und -beratung,3,"304.280,00",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - Enterprise Architektur,active business consult Informationstechnologie GmbH,72200000 Softwareprogrammierung und -beratung,10,"168.490,00",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - Development SharePoint,Wipro IT Services Austria GmbH,72200000 Softwareprogrammierung und -beratung,6,"59.520,00",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - Enterprise Architektur,Rahmenvereinbarung mit mehreren Unternehmen,72200000 Softwareprogrammierung und -beratung,10,"306.801,00",16.07.2025
ÖBB-Business Competence Center,8550,Beratungsleistungen zu Risikomanagement CSM-RISK  Los 1 Allgemein,RöschConsult Group GmbH,79417000 Sicherheitsberatung,4,"54.000,00",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung IT Dienstleistungen - UX Design,Evolit Consulting GmbH,72200000 Softwareprogrammierung und -beratung,8,"249.000,00",16.07.2025
ÖBB-Business Competence Center,8550,Beratungsleistungen für agile Transformation,Rahmenvereinbarung mit mehreren Unternehmen,79411000 Allgemeine Managementberatung,2,"119.286,00",16.07.2025
ÖBB-Business Competence Center,8550,Beratungsleistungen Organisation,AnneBreitner GmbH,"79000000 Dienstleistungen für Unternehmen: Recht, Marketing, Consulting, Einstellungen, Druck und Sicherheit",3,"159.561,04",16.07.2025
ÖBB-Business Competence Center,8550,Beratungsleistungen operative Unternehmensführung,Ernst & Young Parthenon,"79000000 Dienstleistungen für Unternehmen: Recht, Marketing, Consulting, Einstellungen, Druck und Sicherheit",5,"73.185,00",16.07.2025
ÖBB-Business Competence Center,8550,Betriebswirtschaftliche Beratungsleistungen,Rahmenvereinbarung mit mehreren Unternehmen,79400000 Unternehmens- und Managementberatung und zugehörige Dienste,3,"180.480,00",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung ÖBB Datenkatalog,AVDM Audio Video Daten,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",3,"260.837,50",16.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Ressourcensteuerungstool Asset Management,DIVCON Consulting GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",2,"277.150,00",16.07.2025
ÖBB-Business Competence Center,8550,"Abruf aus Rahmenvereinbarung ARP Standardsoftware für Fahrzeug-, Schicht- und Einsatzplanung",T-Systems Austria GesmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",5,"2.728.818,74",15.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung SAP2S4,PwC Advisory Services GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",5,"124.800,00",15.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung SPRINT 2.0,PwC Advisory Services GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",6,"700.000,00",15.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung InfoSec Analyst Threat Netztrennung,PwC Advisory Services GmbH,72200000 Softwareprogrammierung und -beratung,3,"354.816,00",15.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung InfoSec Governance Manager Vorgehensmodelle/ Prozessdesign,PwC Advisory Services GmbH,72200000 Softwareprogrammierung und -beratung,4,"78.249,60",15.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Projektleiter Information Security mit Fachanteil Security Architecture,PwC Advisory Services GmbH,72200000 Softwareprogrammierung und -beratung,3,"93.420,00",15.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung Development SharePoint,smartpoint IT consulting GmbH,72200000 Softwareprogrammierung und -beratung,6,"96.720,00",15.07.2025
ÖBB-Business Competence Center,8550,Abrufbestellung einer Rahmenvereinbarung,Nagarro GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",0,"66.965,50",12.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung,SoftwareONE Österreich GmbH,48000000 Softwarepaket und Informationssysteme,1,"150.790,00",11.07.2025
ÖBB-Business Competence Center,8550,Abruf aus Rahmenvereinbarung,T-Systems Austria GesmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",0,"90.252,00",10.07.2025
ÖBB-Business Competence Center,8550,Abrufbestellung aus Rahmenvereinbarung Automic,Arrow ECS Internet Security AG,48000000 Softwarepaket und Informationssysteme,0,"69.695,00",07.07.2025
ÖBB-Business Competence Center,8550,Beratungsleistungen strategische IT,Accenture GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",6,"95.472,00",03.07.2025
